code,prefecture,prefecture_kana,municipality,municipality_kana
010006,北海道,ﾎｯｶｲﾄﾞｳ,,
011002,北海道,ﾎｯｶｲﾄﾞｳ,札幌市,ｻｯﾎﾟﾛｼ
012025,北海道,ﾎｯｶｲﾄﾞｳ,函館市,ﾊｺﾀﾞﾃｼ
012033,北海道,ﾎｯｶｲﾄﾞｳ,小樽市,ｵﾀﾙｼ
012041,北海道,ﾎｯｶｲﾄﾞｳ,旭川市,ｱｻﾋｶﾜｼ
012050,北海道,ﾎｯｶｲﾄﾞｳ,室蘭市,ﾑﾛﾗﾝｼ
012068,北海道,ﾎｯｶｲﾄﾞｳ,釧路市,ｸｼﾛｼ
012076,北海道,ﾎｯｶｲﾄﾞｳ,帯広市,ｵﾋﾞﾋﾛｼ
012084,北海道,ﾎｯｶｲﾄﾞｳ,北見市,ｷﾀﾐｼ
012092,北海道,ﾎｯｶｲﾄﾞｳ,夕張市,ﾕｳﾊﾞﾘｼ
012106,北海道,ﾎｯｶｲﾄﾞｳ,岩見沢市,ｲﾜﾐｻﾞﾜｼ
012114,北海道,ﾎｯｶｲﾄﾞｳ,網走市,ｱﾊﾞｼﾘｼ
012122,北海道,ﾎｯｶｲﾄﾞｳ,留萌市,ﾙﾓｲｼ
012131,北海道,ﾎｯｶｲﾄﾞｳ,苫小牧市,ﾄﾏｺﾏｲｼ
012149,北海道,ﾎｯｶｲﾄﾞｳ,稚内市,ﾜｯｶﾅｲｼ
012157,北海道,ﾎｯｶｲﾄﾞｳ,美唄市,ﾋﾞﾊﾞｲｼ
012165,北海道,ﾎｯｶｲﾄﾞｳ,芦別市,ｱｼﾍﾞﾂｼ
012173,北海道,ﾎｯｶｲﾄﾞｳ,江別市,ｴﾍﾞﾂｼ
012181,北海道,ﾎｯｶｲﾄﾞｳ,赤平市,ｱｶﾋﾞﾗｼ
012190,北海道,ﾎｯｶｲﾄﾞｳ,紋別市,ﾓﾝﾍﾞﾂｼ
012203,北海道,ﾎｯｶｲﾄﾞｳ,士別市,ｼﾍﾞﾂｼ
012211,北海道,ﾎｯｶｲﾄﾞｳ,名寄市,ﾅﾖﾛｼ
012220,北海道,ﾎｯｶｲﾄﾞｳ,三笠市,ﾐｶｻｼ
012238,北海道,ﾎｯｶｲﾄﾞｳ,根室市,ﾈﾑﾛｼ
012246,北海道,ﾎｯｶｲﾄﾞｳ,千歳市,ﾁﾄｾｼ
012254,北海道,ﾎｯｶｲﾄﾞｳ,滝川市,ﾀｷｶﾜｼ
012262,北海道,ﾎｯｶｲﾄﾞｳ,砂川市,ｽﾅｶﾞﾜｼ
012271,北海道,ﾎｯｶｲﾄﾞｳ,歌志内市,ｳﾀｼﾅｲｼ
012289,北海道,ﾎｯｶｲﾄﾞｳ,深川市,ﾌｶｶﾞﾜｼ
012297,北海道,ﾎｯｶｲﾄﾞｳ,富良野市,ﾌﾗﾉｼ
012301,北海道,ﾎｯｶｲﾄﾞｳ,登別市,ﾉﾎﾞﾘﾍﾞﾂｼ
012319,北海道,ﾎｯｶｲﾄﾞｳ,恵庭市,ｴﾆﾜｼ
012335,北海道,ﾎｯｶｲﾄﾞｳ,伊達市,ﾀﾞﾃｼ
012343,北海道,ﾎｯｶｲﾄﾞｳ,北広島市,ｷﾀﾋﾛｼﾏｼ
012351,北海道,ﾎｯｶｲﾄﾞｳ,石狩市,ｲｼｶﾘｼ
012360,北海道,ﾎｯｶｲﾄﾞｳ,北斗市,ﾎｸﾄｼ
013030,北海道,ﾎｯｶｲﾄﾞｳ,当別町,ﾄｳﾍﾞﾂﾁｮｳ
013048,北海道,ﾎｯｶｲﾄﾞｳ,新篠津村,ｼﾝｼﾉﾂﾑﾗ
013315,北海道,ﾎｯｶｲﾄﾞｳ,松前町,ﾏﾂﾏｴﾁｮｳ
013323,北海道,ﾎｯｶｲﾄﾞｳ,福島町,ﾌｸｼﾏﾁｮｳ
013331,北海道,ﾎｯｶｲﾄﾞｳ,知内町,ｼﾘｳﾁﾁｮｳ
013340,北海道,ﾎｯｶｲﾄﾞｳ,木古内町,ｷｺﾅｲﾁｮｳ
013374,北海道,ﾎｯｶｲﾄﾞｳ,七飯町,ﾅﾅｴﾁｮｳ
013439,北海道,ﾎｯｶｲﾄﾞｳ,鹿部町,ｼｶﾍﾞﾁｮｳ
013455,北海道,ﾎｯｶｲﾄﾞｳ,森町,ﾓﾘﾏﾁ
013463,北海道,ﾎｯｶｲﾄﾞｳ,八雲町,ﾔｸﾓﾁｮｳ
013471,北海道,ﾎｯｶｲﾄﾞｳ,長万部町,ｵｼｬﾏﾝﾍﾞﾁｮｳ
013617,北海道,ﾎｯｶｲﾄﾞｳ,江差町,ｴｻｼﾁｮｳ
013625,北海道,ﾎｯｶｲﾄﾞｳ,上ノ国町,ｶﾐﾉｸﾆﾁｮｳ
013633,北海道,ﾎｯｶｲﾄﾞｳ,厚沢部町,ｱｯｻﾌﾞﾁｮｳ
013641,北海道,ﾎｯｶｲﾄﾞｳ,乙部町,ｵﾄﾍﾞﾁｮｳ
013676,北海道,ﾎｯｶｲﾄﾞｳ,奥尻町,ｵｸｼﾘﾁｮｳ
013706,北海道,ﾎｯｶｲﾄﾞｳ,今金町,ｲﾏｶﾈﾁｮｳ
013714,北海道,ﾎｯｶｲﾄﾞｳ,せたな町,ｾﾀﾅﾁｮｳ
013919,北海道,ﾎｯｶｲﾄﾞｳ,島牧村,ｼﾏﾏｷﾑﾗ
013927,北海道,ﾎｯｶｲﾄﾞｳ,寿都町,ｽｯﾂﾁｮｳ
013935,北海道,ﾎｯｶｲﾄﾞｳ,黒松内町,ｸﾛﾏﾂﾅｲﾁｮｳ
013943,北海道,ﾎｯｶｲﾄﾞｳ,蘭越町,ﾗﾝｺｼﾁｮｳ
013951,北海道,ﾎｯｶｲﾄﾞｳ,ニセコ町,ﾆｾｺﾁｮｳ
013960,北海道,ﾎｯｶｲﾄﾞｳ,真狩村,ﾏｯｶﾘﾑﾗ
013978,北海道,ﾎｯｶｲﾄﾞｳ,留寿都村,ﾙｽﾂﾑﾗ
013986,北海道,ﾎｯｶｲﾄﾞｳ,喜茂別町,ｷﾓﾍﾞﾂﾁｮｳ
013994,北海道,ﾎｯｶｲﾄﾞｳ,京極町,ｷｮｳｺﾞｸﾁｮｳ
014001,北海道,ﾎｯｶｲﾄﾞｳ,倶知安町,ｸｯﾁｬﾝﾁｮｳ
014010,北海道,ﾎｯｶｲﾄﾞｳ,共和町,ｷｮｳﾜﾁｮｳ
014028,北海道,ﾎｯｶｲﾄﾞｳ,岩内町,ｲﾜﾅｲﾁｮｳ
014036,北海道,ﾎｯｶｲﾄﾞｳ,泊村,ﾄﾏﾘﾑﾗ
014044,北海道,ﾎｯｶｲﾄﾞｳ,神恵内村,ｶﾓｴﾅｲﾑﾗ
014052,北海道,ﾎｯｶｲﾄﾞｳ,積丹町,ｼｬｺﾀﾝﾁｮｳ
014061,北海道,ﾎｯｶｲﾄﾞｳ,古平町,ﾌﾙﾋﾞﾗﾁｮｳ
014079,北海道,ﾎｯｶｲﾄﾞｳ,仁木町,ﾆｷﾁｮｳ
014087,北海道,ﾎｯｶｲﾄﾞｳ,余市町,ﾖｲﾁﾁｮｳ
014095,北海道,ﾎｯｶｲﾄﾞｳ,赤井川村,ｱｶｲｶﾞﾜﾑﾗ
014231,北海道,ﾎｯｶｲﾄﾞｳ,南幌町,ﾅﾝﾎﾟﾛﾁｮｳ
014249,北海道,ﾎｯｶｲﾄﾞｳ,奈井江町,ﾅｲｴﾁｮｳ
014257,北海道,ﾎｯｶｲﾄﾞｳ,上砂川町,ｶﾐｽﾅｶﾞﾜﾁｮｳ
014273,北海道,ﾎｯｶｲﾄﾞｳ,由仁町,ﾕﾆﾁｮｳ
014281,北海道,ﾎｯｶｲﾄﾞｳ,長沼町,ﾅｶﾞﾇﾏﾁｮｳ
014290,北海道,ﾎｯｶｲﾄﾞｳ,栗山町,ｸﾘﾔﾏﾁｮｳ
014303,北海道,ﾎｯｶｲﾄﾞｳ,月形町,ﾂｷｶﾞﾀﾁｮｳ
014311,北海道,ﾎｯｶｲﾄﾞｳ,浦臼町,ｳﾗｳｽﾁｮｳ
014320,北海道,ﾎｯｶｲﾄﾞｳ,新十津川町,ｼﾝﾄﾂｶﾜﾁｮｳ
014338,北海道,ﾎｯｶｲﾄﾞｳ,妹背牛町,ﾓｾｳｼﾁｮｳ
014346,北海道,ﾎｯｶｲﾄﾞｳ,秩父別町,ﾁｯﾌﾟﾍﾞﾂﾁｮｳ
014362,北海道,ﾎｯｶｲﾄﾞｳ,雨竜町,ｳﾘｭｳﾁｮｳ
014371,北海道,ﾎｯｶｲﾄﾞｳ,北竜町,ﾎｸﾘｭｳﾁｮｳ
014389,北海道,ﾎｯｶｲﾄﾞｳ,沼田町,ﾇﾏﾀﾁｮｳ
014524,北海道,ﾎｯｶｲﾄﾞｳ,鷹栖町,ﾀｶｽﾁｮｳ
014532,北海道,ﾎｯｶｲﾄﾞｳ,東神楽町,ﾋｶﾞｼｶｸﾞﾗﾁｮｳ
014541,北海道,ﾎｯｶｲﾄﾞｳ,当麻町,ﾄｳﾏﾁｮｳ
014559,北海道,ﾎｯｶｲﾄﾞｳ,比布町,ﾋﾟｯﾌﾟﾁｮｳ
014567,北海道,ﾎｯｶｲﾄﾞｳ,愛別町,ｱｲﾍﾞﾂﾁｮｳ
014575,北海道,ﾎｯｶｲﾄﾞｳ,上川町,ｶﾐｶﾜﾁｮｳ
014583,北海道,ﾎｯｶｲﾄﾞｳ,東川町,ﾋｶﾞｼｶﾜﾁｮｳ
014591,北海道,ﾎｯｶｲﾄﾞｳ,美瑛町,ﾋﾞｴｲﾁｮｳ
014605,北海道,ﾎｯｶｲﾄﾞｳ,上富良野町,ｶﾐﾌﾗﾉﾁｮｳ
014613,北海道,ﾎｯｶｲﾄﾞｳ,中富良野町,ﾅｶﾌﾗﾉﾁｮｳ
014621,北海道,ﾎｯｶｲﾄﾞｳ,南富良野町,ﾐﾅﾐﾌﾗﾉﾁｮｳ
014630,北海道,ﾎｯｶｲﾄﾞｳ,占冠村,ｼﾑｶｯﾌﾟﾑﾗ
014648,北海道,ﾎｯｶｲﾄﾞｳ,和寒町,ﾜｯｻﾑﾁｮｳ
014656,北海道,ﾎｯｶｲﾄﾞｳ,剣淵町,ｹﾝﾌﾞﾁﾁｮｳ
014681,北海道,ﾎｯｶｲﾄﾞｳ,下川町,ｼﾓｶﾜﾁｮｳ
014699,北海道,ﾎｯｶｲﾄﾞｳ,美深町,ﾋﾞﾌｶﾁｮｳ
014702,北海道,ﾎｯｶｲﾄﾞｳ,音威子府村,ｵﾄｲﾈｯﾌﾟﾑﾗ
014711,北海道,ﾎｯｶｲﾄﾞｳ,中川町,ﾅｶｶﾞﾜﾁｮｳ
014729,北海道,ﾎｯｶｲﾄﾞｳ,幌加内町,ﾎﾛｶﾅｲﾁｮｳ
014818,北海道,ﾎｯｶｲﾄﾞｳ,増毛町,ﾏｼｹﾁｮｳ
014826,北海道,ﾎｯｶｲﾄﾞｳ,小平町,ｵﾋﾞﾗﾁｮｳ
014834,北海道,ﾎｯｶｲﾄﾞｳ,苫前町,ﾄﾏﾏｴﾁｮｳ
014842,北海道,ﾎｯｶｲﾄﾞｳ,羽幌町,ﾊﾎﾞﾛﾁｮｳ
014851,北海道,ﾎｯｶｲﾄﾞｳ,初山別村,ｼｮｻﾝﾍﾞﾂﾑﾗ
014869,北海道,ﾎｯｶｲﾄﾞｳ,遠別町,ｴﾝﾍﾞﾂﾁｮｳ
014877,北海道,ﾎｯｶｲﾄﾞｳ,天塩町,ﾃｼｵﾁｮｳ
015113,北海道,ﾎｯｶｲﾄﾞｳ,猿払村,ｻﾙﾌﾂﾑﾗ
015121,北海道,ﾎｯｶｲﾄﾞｳ,浜頓別町,ﾊﾏﾄﾝﾍﾞﾂﾁｮｳ
015130,北海道,ﾎｯｶｲﾄﾞｳ,中頓別町,ﾅｶﾄﾝﾍﾞﾂﾁｮｳ
015148,北海道,ﾎｯｶｲﾄﾞｳ,枝幸町,ｴｻｼﾁｮｳ
015164,北海道,ﾎｯｶｲﾄﾞｳ,豊富町,ﾄﾖﾄﾐﾁｮｳ
015172,北海道,ﾎｯｶｲﾄﾞｳ,礼文町,ﾚﾌﾞﾝﾁｮｳ
015181,北海道,ﾎｯｶｲﾄﾞｳ,利尻町,ﾘｼﾘﾁｮｳ
015199,北海道,ﾎｯｶｲﾄﾞｳ,利尻富士町,ﾘｼﾘﾌｼﾞﾁｮｳ
015202,北海道,ﾎｯｶｲﾄﾞｳ,幌延町,ﾎﾛﾉﾍﾞﾁｮｳ
015431,北海道,ﾎｯｶｲﾄﾞｳ,美幌町,ﾋﾞﾎﾛﾁｮｳ
015440,北海道,ﾎｯｶｲﾄﾞｳ,津別町,ﾂﾍﾞﾂﾁｮｳ
015458,北海道,ﾎｯｶｲﾄﾞｳ,斜里町,ｼｬﾘﾁｮｳ
015466,北海道,ﾎｯｶｲﾄﾞｳ,清里町,ｷﾖｻﾄﾁｮｳ
015474,北海道,ﾎｯｶｲﾄﾞｳ,小清水町,ｺｼﾐｽﾞﾁｮｳ
015491,北海道,ﾎｯｶｲﾄﾞｳ,訓子府町,ｸﾝﾈｯﾌﾟﾁｮｳ
015504,北海道,ﾎｯｶｲﾄﾞｳ,置戸町,ｵｹﾄﾁｮｳ
015521,北海道,ﾎｯｶｲﾄﾞｳ,佐呂間町,ｻﾛﾏﾁｮｳ
015555,北海道,ﾎｯｶｲﾄﾞｳ,遠軽町,ｴﾝｶﾞﾙﾁｮｳ
015598,北海道,ﾎｯｶｲﾄﾞｳ,湧別町,ﾕｳﾍﾞﾂﾁｮｳ
015601,北海道,ﾎｯｶｲﾄﾞｳ,滝上町,ﾀｷﾉｳｴﾁｮｳ
015610,北海道,ﾎｯｶｲﾄﾞｳ,興部町,ｵｺｯﾍﾟﾁｮｳ
015628,北海道,ﾎｯｶｲﾄﾞｳ,西興部村,ﾆｼｵｺｯﾍﾟﾑﾗ
015636,北海道,ﾎｯｶｲﾄﾞｳ,雄武町,ｵｳﾑﾁｮｳ
015644,北海道,ﾎｯｶｲﾄﾞｳ,大空町,ｵｵｿﾞﾗﾁｮｳ
015717,北海道,ﾎｯｶｲﾄﾞｳ,豊浦町,ﾄﾖｳﾗﾁｮｳ
015750,北海道,ﾎｯｶｲﾄﾞｳ,壮瞥町,ｿｳﾍﾞﾂﾁｮｳ
015784,北海道,ﾎｯｶｲﾄﾞｳ,白老町,ｼﾗｵｲﾁｮｳ
015814,北海道,ﾎｯｶｲﾄﾞｳ,厚真町,ｱﾂﾏﾁｮｳ
015849,北海道,ﾎｯｶｲﾄﾞｳ,洞爺湖町,ﾄｳﾔｺﾁｮｳ
015857,北海道,ﾎｯｶｲﾄﾞｳ,安平町,ｱﾋﾞﾗﾁｮｳ
015865,北海道,ﾎｯｶｲﾄﾞｳ,むかわ町,ﾑｶﾜﾁｮｳ
016012,北海道,ﾎｯｶｲﾄﾞｳ,日高町,ﾋﾀﾞｶﾁｮｳ
016021,北海道,ﾎｯｶｲﾄﾞｳ,平取町,ﾋﾞﾗﾄﾘﾁｮｳ
016047,北海道,ﾎｯｶｲﾄﾞｳ,新冠町,ﾆｲｶｯﾌﾟﾁｮｳ
016071,北海道,ﾎｯｶｲﾄﾞｳ,浦河町,ｳﾗｶﾜﾁｮｳ
016080,北海道,ﾎｯｶｲﾄﾞｳ,様似町,ｻﾏﾆﾁｮｳ
016098,北海道,ﾎｯｶｲﾄﾞｳ,えりも町,ｴﾘﾓﾁｮｳ
016101,北海道,ﾎｯｶｲﾄﾞｳ,新ひだか町,ｼﾝﾋﾀﾞｶﾁｮｳ
016314,北海道,ﾎｯｶｲﾄﾞｳ,音更町,ｵﾄﾌｹﾁｮｳ
016322,北海道,ﾎｯｶｲﾄﾞｳ,士幌町,ｼﾎﾛﾁｮｳ
016331,北海道,ﾎｯｶｲﾄﾞｳ,上士幌町,ｶﾐｼﾎﾛﾁｮｳ
016349,北海道,ﾎｯｶｲﾄﾞｳ,鹿追町,ｼｶｵｲﾁｮｳ
016357,北海道,ﾎｯｶｲﾄﾞｳ,新得町,ｼﾝﾄｸﾁｮｳ
016365,北海道,ﾎｯｶｲﾄﾞｳ,清水町,ｼﾐｽﾞﾁｮｳ
016373,北海道,ﾎｯｶｲﾄﾞｳ,芽室町,ﾒﾑﾛﾁｮｳ
016381,北海道,ﾎｯｶｲﾄﾞｳ,中札内村,ﾅｶｻﾂﾅｲﾑﾗ
016390,北海道,ﾎｯｶｲﾄﾞｳ,更別村,ｻﾗﾍﾞﾂﾑﾗ
016411,北海道,ﾎｯｶｲﾄﾞｳ,大樹町,ﾀｲｷﾁｮｳ
016420,北海道,ﾎｯｶｲﾄﾞｳ,広尾町,ﾋﾛｵﾁｮｳ
016438,北海道,ﾎｯｶｲﾄﾞｳ,幕別町,ﾏｸﾍﾞﾂﾁｮｳ
016446,北海道,ﾎｯｶｲﾄﾞｳ,池田町,ｲｹﾀﾞﾁｮｳ
016454,北海道,ﾎｯｶｲﾄﾞｳ,豊頃町,ﾄﾖｺﾛﾁｮｳ
016462,北海道,ﾎｯｶｲﾄﾞｳ,本別町,ﾎﾝﾍﾞﾂﾁｮｳ
016471,北海道,ﾎｯｶｲﾄﾞｳ,足寄町,ｱｼｮﾛﾁｮｳ
016489,北海道,ﾎｯｶｲﾄﾞｳ,陸別町,ﾘｸﾍﾞﾂﾁｮｳ
016497,北海道,ﾎｯｶｲﾄﾞｳ,浦幌町,ｳﾗﾎﾛﾁｮｳ
016616,北海道,ﾎｯｶｲﾄﾞｳ,釧路町,ｸｼﾛﾁｮｳ
016624,北海道,ﾎｯｶｲﾄﾞｳ,厚岸町,ｱｯｹｼﾁｮｳ
016632,北海道,ﾎｯｶｲﾄﾞｳ,浜中町,ﾊﾏﾅｶﾁｮｳ
016641,北海道,ﾎｯｶｲﾄﾞｳ,標茶町,ｼﾍﾞﾁｬﾁｮｳ
016659,北海道,ﾎｯｶｲﾄﾞｳ,弟子屈町,ﾃｼｶｶﾞﾁｮｳ
016675,北海道,ﾎｯｶｲﾄﾞｳ,鶴居村,ﾂﾙｲﾑﾗ
016683,北海道,ﾎｯｶｲﾄﾞｳ,白糠町,ｼﾗﾇｶﾁｮｳ
016918,北海道,ﾎｯｶｲﾄﾞｳ,別海町,ﾍﾞﾂｶｲﾁｮｳ
016926,北海道,ﾎｯｶｲﾄﾞｳ,中標津町,ﾅｶｼﾍﾞﾂﾁｮｳ
016934,北海道,ﾎｯｶｲﾄﾞｳ,標津町,ｼﾍﾞﾂﾁｮｳ
016942,北海道,ﾎｯｶｲﾄﾞｳ,羅臼町,ﾗｳｽﾁｮｳ
016951,北海道,ﾎｯｶｲﾄﾞｳ,色丹村,ｼｺﾀﾝﾑﾗ
016969,北海道,ﾎｯｶｲﾄﾞｳ,泊村,ﾄﾏﾘﾑﾗ
016977,北海道,ﾎｯｶｲﾄﾞｳ,留夜別村,ﾙﾔﾍﾞﾂﾑﾗ
016985,北海道,ﾎｯｶｲﾄﾞｳ,留別村,ﾙﾍﾞﾂﾑﾗ
016993,北海道,ﾎｯｶｲﾄﾞｳ,紗那村,ｼｬﾅﾑﾗ
017001,北海道,ﾎｯｶｲﾄﾞｳ,蘂取村,ｼﾍﾞﾄﾛﾑﾗ
020001,青森県,ｱｵﾓﾘｹﾝ,,
022012,青森県,ｱｵﾓﾘｹﾝ,青森市,ｱｵﾓﾘｼ
022021,青森県,ｱｵﾓﾘｹﾝ,弘前市,ﾋﾛｻｷｼ
022039,青森県,ｱｵﾓﾘｹﾝ,八戸市,ﾊﾁﾉﾍｼ
022047,青森県,ｱｵﾓﾘｹﾝ,黒石市,ｸﾛｲｼｼ
022055,青森県,ｱｵﾓﾘｹﾝ,五所川原市,ｺﾞｼｮｶﾞﾜﾗｼ
022063,青森県,ｱｵﾓﾘｹﾝ,十和田市,ﾄﾜﾀﾞｼ
022071,青森県,ｱｵﾓﾘｹﾝ,三沢市,ﾐｻﾜｼ
022080,青森県,ｱｵﾓﾘｹﾝ,むつ市,ﾑﾂｼ
022098,青森県,ｱｵﾓﾘｹﾝ,つがる市,ﾂｶﾞﾙｼ
022101,青森県,ｱｵﾓﾘｹﾝ,平川市,ﾋﾗｶﾜｼ
023019,青森県,ｱｵﾓﾘｹﾝ,平内町,ﾋﾗﾅｲﾏﾁ
023035,青森県,ｱｵﾓﾘｹﾝ,今別町,ｲﾏﾍﾞﾂﾏﾁ
023043,青森県,ｱｵﾓﾘｹﾝ,蓬田村,ﾖﾓｷﾞﾀﾑﾗ
023078,青森県,ｱｵﾓﾘｹﾝ,外ヶ浜町,ｿﾄｶﾞﾊﾏﾏﾁ
023213,青森県,ｱｵﾓﾘｹﾝ,鰺ヶ沢町,ｱｼﾞｶﾞｻﾜﾏﾁ
023230,青森県,ｱｵﾓﾘｹﾝ,深浦町,ﾌｶｳﾗﾏﾁ
023434,青森県,ｱｵﾓﾘｹﾝ,西目屋村,ﾆｼﾒﾔﾑﾗ
023612,青森県,ｱｵﾓﾘｹﾝ,藤崎町,ﾌｼﾞｻｷﾏﾁ
023621,青森県,ｱｵﾓﾘｹﾝ,大鰐町,ｵｵﾜﾆﾏﾁ
023671,青森県,ｱｵﾓﾘｹﾝ,田舎館村,ｲﾅｶﾀﾞﾃﾑﾗ
023817,青森県,ｱｵﾓﾘｹﾝ,板柳町,ｲﾀﾔﾅｷﾞﾏﾁ
023841,青森県,ｱｵﾓﾘｹﾝ,鶴田町,ﾂﾙﾀﾏﾁ
023876,青森県,ｱｵﾓﾘｹﾝ,中泊町,ﾅｶﾄﾞﾏﾘﾏﾁ
024015,青森県,ｱｵﾓﾘｹﾝ,野辺地町,ﾉﾍｼﾞﾏﾁ
024023,青森県,ｱｵﾓﾘｹﾝ,七戸町,ｼﾁﾉﾍﾏﾁ
024058,青森県,ｱｵﾓﾘｹﾝ,六戸町,ﾛｸﾉﾍﾏﾁ
024066,青森県,ｱｵﾓﾘｹﾝ,横浜町,ﾖｺﾊﾏﾏﾁ
024082,青森県,ｱｵﾓﾘｹﾝ,東北町,ﾄｳﾎｸﾏﾁ
024112,青森県,ｱｵﾓﾘｹﾝ,六ヶ所村,ﾛｯｶｼｮﾑﾗ
024121,青森県,ｱｵﾓﾘｹﾝ,おいらせ町,ｵｲﾗｾﾁｮｳ
024236,青森県,ｱｵﾓﾘｹﾝ,大間町,ｵｵﾏﾏﾁ
024244,青森県,ｱｵﾓﾘｹﾝ,東通村,ﾋｶﾞｼﾄﾞｵﾘﾑﾗ
024252,青森県,ｱｵﾓﾘｹﾝ,風間浦村,ｶｻﾞﾏｳﾗﾑﾗ
024261,青森県,ｱｵﾓﾘｹﾝ,佐井村,ｻｲﾑﾗ
024414,青森県,ｱｵﾓﾘｹﾝ,三戸町,ｻﾝﾉﾍﾏﾁ
024422,青森県,ｱｵﾓﾘｹﾝ,五戸町,ｺﾞﾉﾍﾏﾁ
024431,青森県,ｱｵﾓﾘｹﾝ,田子町,ﾀｯｺﾏﾁ
024457,青森県,ｱｵﾓﾘｹﾝ,南部町,ﾅﾝﾌﾞﾁｮｳ
024465,青森県,ｱｵﾓﾘｹﾝ,階上町,ﾊｼｶﾐﾁｮｳ
024503,青森県,ｱｵﾓﾘｹﾝ,新郷村,ｼﾝｺﾞｳﾑﾗ
030007,岩手県,ｲﾜﾃｹﾝ,,
032018,岩手県,ｲﾜﾃｹﾝ,盛岡市,ﾓﾘｵｶｼ
032026,岩手県,ｲﾜﾃｹﾝ,宮古市,ﾐﾔｺｼ
032034,岩手県,ｲﾜﾃｹﾝ,大船渡市,ｵｵﾌﾅﾄｼ
032051,岩手県,ｲﾜﾃｹﾝ,花巻市,ﾊﾅﾏｷｼ
032069,岩手県,ｲﾜﾃｹﾝ,北上市,ｷﾀｶﾐｼ
032077,岩手県,ｲﾜﾃｹﾝ,久慈市,ｸｼﾞｼ
032085,岩手県,ｲﾜﾃｹﾝ,遠野市,ﾄｵﾉｼ
032093,岩手県,ｲﾜﾃｹﾝ,一関市,ｲﾁﾉｾｷｼ
032107,岩手県,ｲﾜﾃｹﾝ,陸前高田市,ﾘｸｾﾞﾝﾀｶﾀｼ
032115,岩手県,ｲﾜﾃｹﾝ,釜石市,ｶﾏｲｼｼ
032131,岩手県,ｲﾜﾃｹﾝ,二戸市,ﾆﾉﾍｼ
032140,岩手県,ｲﾜﾃｹﾝ,八幡平市,ﾊﾁﾏﾝﾀｲｼ
032158,岩手県,ｲﾜﾃｹﾝ,奥州市,ｵｳｼｭｳｼ
032166,岩手県,ｲﾜﾃｹﾝ,滝沢市,ﾀｷｻﾞﾜｼ
033014,岩手県,ｲﾜﾃｹﾝ,雫石町,ｼｽﾞｸｲｼﾁｮｳ
033022,岩手県,ｲﾜﾃｹﾝ,葛巻町,ｸｽﾞﾏｷﾏﾁ
033031,岩手県,ｲﾜﾃｹﾝ,岩手町,ｲﾜﾃﾏﾁ
033219,岩手県,ｲﾜﾃｹﾝ,紫波町,ｼﾜﾁｮｳ
033227,岩手県,ｲﾜﾃｹﾝ,矢巾町,ﾔﾊﾊﾞﾁｮｳ
033669,岩手県,ｲﾜﾃｹﾝ,西和賀町,ﾆｼﾜｶﾞﾏﾁ
033812,岩手県,ｲﾜﾃｹﾝ,金ケ崎町,ｶﾈｶﾞｻｷﾁｮｳ
034029,岩手県,ｲﾜﾃｹﾝ,平泉町,ﾋﾗｲｽﾞﾐﾁｮｳ
034410,岩手県,ｲﾜﾃｹﾝ,住田町,ｽﾐﾀﾁｮｳ
034614,岩手県,ｲﾜﾃｹﾝ,大槌町,ｵｵﾂﾁﾁｮｳ
034827,岩手県,ｲﾜﾃｹﾝ,山田町,ﾔﾏﾀﾞﾏﾁ
034835,岩手県,ｲﾜﾃｹﾝ,岩泉町,ｲﾜｲｽﾞﾐﾁｮｳ
034843,岩手県,ｲﾜﾃｹﾝ,田野畑村,ﾀﾉﾊﾀﾑﾗ
034851,岩手県,ｲﾜﾃｹﾝ,普代村,ﾌﾀﾞｲﾑﾗ
035017,岩手県,ｲﾜﾃｹﾝ,軽米町,ｶﾙﾏｲﾏﾁ
035033,岩手県,ｲﾜﾃｹﾝ,野田村,ﾉﾀﾞﾑﾗ
035068,岩手県,ｲﾜﾃｹﾝ,九戸村,ｸﾉﾍﾑﾗ
035076,岩手県,ｲﾜﾃｹﾝ,洋野町,ﾋﾛﾉﾁｮｳ
035246,岩手県,ｲﾜﾃｹﾝ,一戸町,ｲﾁﾉﾍﾏﾁ
040002,宮城県,ﾐﾔｷﾞｹﾝ,,
041009,宮城県,ﾐﾔｷﾞｹﾝ,仙台市,ｾﾝﾀﾞｲｼ
042021,宮城県,ﾐﾔｷﾞｹﾝ,石巻市,ｲｼﾉﾏｷｼ
042030,宮城県,ﾐﾔｷﾞｹﾝ,塩竈市,ｼｵｶﾞﾏｼ
042056,宮城県,ﾐﾔｷﾞｹﾝ,気仙沼市,ｹｾﾝﾇﾏｼ
042064,宮城県,ﾐﾔｷﾞｹﾝ,白石市,ｼﾛｲｼｼ
042072,宮城県,ﾐﾔｷﾞｹﾝ,名取市,ﾅﾄﾘｼ
042081,宮城県,ﾐﾔｷﾞｹﾝ,角田市,ｶｸﾀﾞｼ
042099,宮城県,ﾐﾔｷﾞｹﾝ,多賀城市,ﾀｶﾞｼﾞｮｳｼ
042111,宮城県,ﾐﾔｷﾞｹﾝ,岩沼市,ｲﾜﾇﾏｼ
042129,宮城県,ﾐﾔｷﾞｹﾝ,登米市,ﾄﾒｼ
042137,宮城県,ﾐﾔｷﾞｹﾝ,栗原市,ｸﾘﾊﾗｼ
