code,prefecture,prefecture_kana,municipality,municipality_kana
393061,高知県,ｺｳﾁｹﾝ,馬路村,ｳﾏｼﾞﾑﾗ
393070,高知県,ｺｳﾁｹﾝ,芸西村,ｹﾞｲｾｲﾑﾗ
393410,高知県,ｺｳﾁｹﾝ,本山町,ﾓﾄﾔﾏﾁｮｳ
393444,高知県,ｺｳﾁｹﾝ,大豊町,ｵｵﾄﾖﾁｮｳ
393631,高知県,ｺｳﾁｹﾝ,土佐町,ﾄｻﾁｮｳ
393649,高知県,ｺｳﾁｹﾝ,大川村,ｵｵｶﾜﾑﾗ
393860,高知県,ｺｳﾁｹﾝ,いの町,ｲﾉﾁｮｳ
393878,高知県,ｺｳﾁｹﾝ,仁淀川町,ﾆﾖﾄﾞｶﾞﾜﾁｮｳ
394017,高知県,ｺｳﾁｹﾝ,中土佐町,ﾅｶﾄｻﾁｮｳ
394025,高知県,ｺｳﾁｹﾝ,佐川町,ｻｶﾜﾁｮｳ
394033,高知県,ｺｳﾁｹﾝ,越知町,ｵﾁﾁｮｳ
394050,高知県,ｺｳﾁｹﾝ,梼原町,ﾕｽﾊﾗﾁｮｳ
394106,高知県,ｺｳﾁｹﾝ,日高村,ﾋﾀﾞｶﾑﾗ
394114,高知県,ｺｳﾁｹﾝ,津野町,ﾂﾉﾁｮｳ
394122,高知県,ｺｳﾁｹﾝ,四万十町,ｼﾏﾝﾄﾁｮｳ
394246,高知県,ｺｳﾁｹﾝ,大月町,ｵｵﾂｷﾁｮｳ
394271,高知県,ｺｳﾁｹﾝ,三原村,ﾐﾊﾗﾑﾗ
394289,高知県,ｺｳﾁｹﾝ,黒潮町,ｸﾛｼｵﾁｮｳ
400009,福岡県,ﾌｸｵｶｹﾝ,,
401005,福岡県,ﾌｸｵｶｹﾝ,北九州市,ｷﾀｷｭｳｼｭｳｼ
401307,福岡県,ﾌｸｵｶｹﾝ,福岡市,ﾌｸｵｶｼ
402028,福岡県,ﾌｸｵｶｹﾝ,大牟田市,ｵｵﾑﾀｼ
402036,福岡県,ﾌｸｵｶｹﾝ,久留米市,ｸﾙﾒｼ
402044,福岡県,ﾌｸｵｶｹﾝ,直方市,ﾉｵｶﾞﾀｼ
402052,福岡県,ﾌｸｵｶｹﾝ,飯塚市,ｲｲﾂﾞｶｼ
402061,福岡県,ﾌｸｵｶｹﾝ,田川市,ﾀｶﾞﾜｼ
402079,福岡県,ﾌｸｵｶｹﾝ,柳川市,ﾔﾅｶﾞﾜｼ
402109,福岡県,ﾌｸｵｶｹﾝ,八女市,ﾔﾒｼ
402117,福岡県,ﾌｸｵｶｹﾝ,筑後市,ﾁｸｺﾞｼ
402125,福岡県,ﾌｸｵｶｹﾝ,大川市,ｵｵｶﾜｼ
402133,福岡県,ﾌｸｵｶｹﾝ,行橋市,ﾕｸﾊｼｼ
402141,福岡県,ﾌｸｵｶｹﾝ,豊前市,ﾌﾞｾﾞﾝｼ
402150,福岡県,ﾌｸｵｶｹﾝ,中間市,ﾅｶﾏｼ
402168,福岡県,ﾌｸｵｶｹﾝ,小郡市,ｵｺﾞｵﾘｼ
402176,福岡県,ﾌｸｵｶｹﾝ,筑紫野市,ﾁｸｼﾉｼ
402184,福岡県,ﾌｸｵｶｹﾝ,春日市,ｶｽｶﾞｼ
402192,福岡県,ﾌｸｵｶｹﾝ,大野城市,ｵｵﾉｼﾞｮｳｼ
402206,福岡県,ﾌｸｵｶｹﾝ,宗像市,ﾑﾅｶﾀｼ
402214,福岡県,ﾌｸｵｶｹﾝ,太宰府市,ﾀﾞｻﾞｲﾌｼ
402231,福岡県,ﾌｸｵｶｹﾝ,古賀市,ｺｶﾞｼ
402249,福岡県,ﾌｸｵｶｹﾝ,福津市,ﾌｸﾂｼ
402257,福岡県,ﾌｸｵｶｹﾝ,うきは市,ｳｷﾊｼ
402265,福岡県,ﾌｸｵｶｹﾝ,宮若市,ﾐﾔﾜｶｼ
402273,福岡県,ﾌｸｵｶｹﾝ,嘉麻市,ｶﾏｼ
402281,福岡県,ﾌｸｵｶｹﾝ,朝倉市,ｱｻｸﾗｼ
402290,福岡県,ﾌｸｵｶｹﾝ,みやま市,ﾐﾔﾏｼ
402303,福岡県,ﾌｸｵｶｹﾝ,糸島市,ｲﾄｼﾏｼ
402311,福岡県,ﾌｸｵｶｹﾝ,那珂川市,ﾅｶｶﾞﾜｼ
403415,福岡県,ﾌｸｵｶｹﾝ,宇美町,ｳﾐﾏﾁ
403423,福岡県,ﾌｸｵｶｹﾝ,篠栗町,ｻｻｸﾞﾘﾏﾁ
403431,福岡県,ﾌｸｵｶｹﾝ,志免町,ｼﾒﾏﾁ
403440,福岡県,ﾌｸｵｶｹﾝ,須恵町,ｽｴﾏﾁ
403458,福岡県,ﾌｸｵｶｹﾝ,新宮町,ｼﾝｸﾞｳﾏﾁ
403482,福岡県,ﾌｸｵｶｹﾝ,久山町,ﾋｻﾔﾏﾏﾁ
403491,福岡県,ﾌｸｵｶｹﾝ,粕屋町,ｶｽﾔﾏﾁ
403814,福岡県,ﾌｸｵｶｹﾝ,芦屋町,ｱｼﾔﾏﾁ
403822,福岡県,ﾌｸｵｶｹﾝ,水巻町,ﾐｽﾞﾏｷﾏﾁ
403831,福岡県,ﾌｸｵｶｹﾝ,岡垣町,ｵｶｶﾞｷﾏﾁ
403849,福岡県,ﾌｸｵｶｹﾝ,遠賀町,ｵﾝｶﾞﾁｮｳ
404012,福岡県,ﾌｸｵｶｹﾝ,小竹町,ｺﾀｹﾏﾁ
404021,福岡県,ﾌｸｵｶｹﾝ,鞍手町,ｸﾗﾃﾏﾁ
404217,福岡県,ﾌｸｵｶｹﾝ,桂川町,ｹｲｾﾝﾏﾁ
404471,福岡県,ﾌｸｵｶｹﾝ,筑前町,ﾁｸｾﾞﾝﾏﾁ
404489,福岡県,ﾌｸｵｶｹﾝ,東峰村,ﾄｳﾎｳﾑﾗ
405035,福岡県,ﾌｸｵｶｹﾝ,大刀洗町,ﾀﾁｱﾗｲﾏﾁ
405221,福岡県,ﾌｸｵｶｹﾝ,大木町,ｵｵｷﾏﾁ
405442,福岡県,ﾌｸｵｶｹﾝ,広川町,ﾋﾛｶﾜﾏﾁ
406015,福岡県,ﾌｸｵｶｹﾝ,香春町,ｶﾜﾗﾏﾁ
406023,福岡県,ﾌｸｵｶｹﾝ,添田町,ｿｴﾀﾞﾏﾁ
406040,福岡県,ﾌｸｵｶｹﾝ,糸田町,ｲﾄﾀﾞﾏﾁ
406058,福岡県,ﾌｸｵｶｹﾝ,川崎町,ｶﾜｻｷﾏﾁ
406082,福岡県,ﾌｸｵｶｹﾝ,大任町,ｵｵﾄｳﾏﾁ
406091,福岡県,ﾌｸｵｶｹﾝ,赤村,ｱｶﾑﾗ
406104,福岡県,ﾌｸｵｶｹﾝ,福智町,ﾌｸﾁﾏﾁ
406210,福岡県,ﾌｸｵｶｹﾝ,苅田町,ｶﾝﾀﾞﾏﾁ
406252,福岡県,ﾌｸｵｶｹﾝ,みやこ町,ﾐﾔｺﾏﾁ
406422,福岡県,ﾌｸｵｶｹﾝ,吉富町,ﾖｼﾄﾐﾏﾁ
406465,福岡県,ﾌｸｵｶｹﾝ,上毛町,ｺｳｹﾞﾏﾁ
406473,福岡県,ﾌｸｵｶｹﾝ,築上町,ﾁｸｼﾞｮｳﾏﾁ
410004,佐賀県,ｻｶﾞｹﾝ,,
412015,佐賀県,ｻｶﾞｹﾝ,佐賀市,ｻｶﾞｼ
412023,佐賀県,ｻｶﾞｹﾝ,唐津市,ｶﾗﾂｼ
412031,佐賀県,ｻｶﾞｹﾝ,鳥栖市,ﾄｽｼ
412040,佐賀県,ｻｶﾞｹﾝ,多久市,ﾀｸｼ
412058,佐賀県,ｻｶﾞｹﾝ,伊万里市,ｲﾏﾘｼ
412066,佐賀県,ｻｶﾞｹﾝ,武雄市,ﾀｹｵｼ
412074,佐賀県,ｻｶﾞｹﾝ,鹿島市,ｶｼﾏｼ
412082,佐賀県,ｻｶﾞｹﾝ,小城市,ｵｷﾞｼ
412091,佐賀県,ｻｶﾞｹﾝ,嬉野市,ｳﾚｼﾉｼ
412104,佐賀県,ｻｶﾞｹﾝ,神埼市,ｶﾝｻﾞｷｼ
413275,佐賀県,ｻｶﾞｹﾝ,吉野ヶ里町,ﾖｼﾉｶﾞﾘﾁｮｳ
413411,佐賀県,ｻｶﾞｹﾝ,基山町,ｷﾔﾏﾁｮｳ
413453,佐賀県,ｻｶﾞｹﾝ,上峰町,ｶﾐﾐﾈﾁｮｳ
413461,佐賀県,ｻｶﾞｹﾝ,みやき町,ﾐﾔｷﾁｮｳ
413879,佐賀県,ｻｶﾞｹﾝ,玄海町,ｹﾞﾝｶｲﾁｮｳ
414018,佐賀県,ｻｶﾞｹﾝ,有田町,ｱﾘﾀﾁｮｳ
414239,佐賀県,ｻｶﾞｹﾝ,大町町,ｵｵﾏﾁﾁｮｳ
414247,佐賀県,ｻｶﾞｹﾝ,江北町,ｺｳﾎｸﾏﾁ
414255,佐賀県,ｻｶﾞｹﾝ,白石町,ｼﾛｲｼﾁｮｳ
414417,佐賀県,ｻｶﾞｹﾝ,太良町,ﾀﾗﾁｮｳ
420000,長崎県,ﾅｶﾞｻｷｹﾝ,,
422011,長崎県,ﾅｶﾞｻｷｹﾝ,長崎市,ﾅｶﾞｻｷｼ
422029,長崎県,ﾅｶﾞｻｷｹﾝ,佐世保市,ｻｾﾎﾞｼ
422037,長崎県,ﾅｶﾞｻｷｹﾝ,島原市,ｼﾏﾊﾞﾗｼ
422045,長崎県,ﾅｶﾞｻｷｹﾝ,諫早市,ｲｻﾊﾔｼ
422053,長崎県,ﾅｶﾞｻｷｹﾝ,大村市,ｵｵﾑﾗｼ
422070,長崎県,ﾅｶﾞｻｷｹﾝ,平戸市,ﾋﾗﾄﾞｼ
422088,長崎県,ﾅｶﾞｻｷｹﾝ,松浦市,ﾏﾂｳﾗｼ
422096,長崎県,ﾅｶﾞｻｷｹﾝ,対馬市,ﾂｼﾏｼ
422100,長崎県,ﾅｶﾞｻｷｹﾝ,壱岐市,ｲｷｼ
422118,長崎県,ﾅｶﾞｻｷｹﾝ,五島市,ｺﾞﾄｳｼ
422126,長崎県,ﾅｶﾞｻｷｹﾝ,西海市,ｻｲｶｲｼ
422134,長崎県,ﾅｶﾞｻｷｹﾝ,雲仙市,ｳﾝｾﾞﾝｼ
422142,長崎県,ﾅｶﾞｻｷｹﾝ,南島原市,ﾐﾅﾐｼﾏﾊﾞﾗｼ
423076,長崎県,ﾅｶﾞｻｷｹﾝ,長与町,ﾅｶﾞﾖﾁｮｳ
423084,長崎県,ﾅｶﾞｻｷｹﾝ,時津町,ﾄｷﾞﾂﾁｮｳ
423211,長崎県,ﾅｶﾞｻｷｹﾝ,東彼杵町,ﾋｶﾞｼｿﾉｷﾞﾁｮｳ
423220,長崎県,ﾅｶﾞｻｷｹﾝ,川棚町,ｶﾜﾀﾅﾁｮｳ
423238,長崎県,ﾅｶﾞｻｷｹﾝ,波佐見町,ﾊｻﾐﾁｮｳ
423831,長崎県,ﾅｶﾞｻｷｹﾝ,小値賀町,ｵﾁﾞｶﾁｮｳ
423912,長崎県,ﾅｶﾞｻｷｹﾝ,佐々町,ｻｻﾞﾁｮｳ
424111,長崎県,ﾅｶﾞｻｷｹﾝ,新上五島町,ｼﾝｶﾐｺﾞﾄｳﾁｮｳ
430005,熊本県,ｸﾏﾓﾄｹﾝ,,
431001,熊本県,ｸﾏﾓﾄｹﾝ,熊本市,ｸﾏﾓﾄｼ
432024,熊本県,ｸﾏﾓﾄｹﾝ,八代市,ﾔﾂｼﾛｼ
432032,熊本県,ｸﾏﾓﾄｹﾝ,人吉市,ﾋﾄﾖｼｼ
432041,熊本県,ｸﾏﾓﾄｹﾝ,荒尾市,ｱﾗｵｼ
432059,熊本県,ｸﾏﾓﾄｹﾝ,水俣市,ﾐﾅﾏﾀｼ
432067,熊本県,ｸﾏﾓﾄｹﾝ,玉名市,ﾀﾏﾅｼ
432083,熊本県,ｸﾏﾓﾄｹﾝ,山鹿市,ﾔﾏｶﾞｼ
432105,熊本県,ｸﾏﾓﾄｹﾝ,菊池市,ｷｸﾁｼ
432113,熊本県,ｸﾏﾓﾄｹﾝ,宇土市,ｳﾄｼ
432121,熊本県,ｸﾏﾓﾄｹﾝ,上天草市,ｶﾐｱﾏｸｻｼ
432130,熊本県,ｸﾏﾓﾄｹﾝ,宇城市,ｳｷｼ
432148,熊本県,ｸﾏﾓﾄｹﾝ,阿蘇市,ｱｿｼ
432156,熊本県,ｸﾏﾓﾄｹﾝ,天草市,ｱﾏｸｻｼ
432164,熊本県,ｸﾏﾓﾄｹﾝ,合志市,ｺｳｼｼ
433489,熊本県,ｸﾏﾓﾄｹﾝ,美里町,ﾐｻﾄﾏﾁ
433641,熊本県,ｸﾏﾓﾄｹﾝ,玉東町,ｷﾞｮｸﾄｳﾏﾁ
433675,熊本県,ｸﾏﾓﾄｹﾝ,南関町,ﾅﾝｶﾝﾏﾁ
433683,熊本県,ｸﾏﾓﾄｹﾝ,長洲町,ﾅｶﾞｽﾏﾁ
433691,熊本県,ｸﾏﾓﾄｹﾝ,和水町,ﾅｺﾞﾐﾏﾁ
434035,熊本県,ｸﾏﾓﾄｹﾝ,大津町,ｵｵﾂﾞﾏﾁ
434043,熊本県,ｸﾏﾓﾄｹﾝ,菊陽町,ｷｸﾖｳﾏﾁ
434230,熊本県,ｸﾏﾓﾄｹﾝ,南小国町,ﾐﾅﾐｵｸﾞﾆﾏﾁ
434248,熊本県,ｸﾏﾓﾄｹﾝ,小国町,ｵｸﾞﾆﾏﾁ
434256,熊本県,ｸﾏﾓﾄｹﾝ,産山村,ｳﾌﾞﾔﾏﾑﾗ
434281,熊本県,ｸﾏﾓﾄｹﾝ,高森町,ﾀｶﾓﾘﾏﾁ
434329,熊本県,ｸﾏﾓﾄｹﾝ,西原村,ﾆｼﾊﾗﾑﾗ
434337,熊本県,ｸﾏﾓﾄｹﾝ,南阿蘇村,ﾐﾅﾐｱｿﾑﾗ
434418,熊本県,ｸﾏﾓﾄｹﾝ,御船町,ﾐﾌﾈﾏﾁ
434426,熊本県,ｸﾏﾓﾄｹﾝ,嘉島町,ｶｼﾏﾏﾁ
434434,熊本県,ｸﾏﾓﾄｹﾝ,益城町,ﾏｼｷﾏﾁ
434442,熊本県,ｸﾏﾓﾄｹﾝ,甲佐町,ｺｳｻﾏﾁ
434477,熊本県,ｸﾏﾓﾄｹﾝ,山都町,ﾔﾏﾄﾁｮｳ
434680,熊本県,ｸﾏﾓﾄｹﾝ,氷川町,ﾋｶﾜﾁｮｳ
434825,熊本県,ｸﾏﾓﾄｹﾝ,芦北町,ｱｼｷﾀﾏﾁ
434841,熊本県,ｸﾏﾓﾄｹﾝ,津奈木町,ﾂﾅｷﾞﾏﾁ
435015,熊本県,ｸﾏﾓﾄｹﾝ,錦町,ﾆｼｷﾏﾁ
435058,熊本県,ｸﾏﾓﾄｹﾝ,多良木町,ﾀﾗｷﾞﾏﾁ
435066,熊本県,ｸﾏﾓﾄｹﾝ,湯前町,ﾕﾉﾏｴﾏﾁ
435074,熊本県,ｸﾏﾓﾄｹﾝ,水上村,ﾐｽﾞｶﾐﾑﾗ
435104,熊本県,ｸﾏﾓﾄｹﾝ,相良村,ｻｶﾞﾗﾑﾗ
435112,熊本県,ｸﾏﾓﾄｹﾝ,五木村,ｲﾂｷﾑﾗ
435121,熊本県,ｸﾏﾓﾄｹﾝ,山江村,ﾔﾏｴﾑﾗ
435139,熊本県,ｸﾏﾓﾄｹﾝ,球磨村,ｸﾏﾑﾗ
435147,熊本県,ｸﾏﾓﾄｹﾝ,あさぎり町,ｱｻｷﾞﾘﾁｮｳ
435317,熊本県,ｸﾏﾓﾄｹﾝ,苓北町,ﾚｲﾎｸﾏﾁ
440001,大分県,ｵｵｲﾀｹﾝ,,
442011,大分県,ｵｵｲﾀｹﾝ,大分市,ｵｵｲﾀｼ
442020,大分県,ｵｵｲﾀｹﾝ,別府市,ﾍﾞｯﾌﾟｼ
442038,大分県,ｵｵｲﾀｹﾝ,中津市,ﾅｶﾂｼ
442046,大分県,ｵｵｲﾀｹﾝ,日田市,ﾋﾀｼ
442054,大分県,ｵｵｲﾀｹﾝ,佐伯市,ｻｲｷｼ
442062,大分県,ｵｵｲﾀｹﾝ,臼杵市,ｳｽｷｼ
442071,大分県,ｵｵｲﾀｹﾝ,津久見市,ﾂｸﾐｼ
442089,大分県,ｵｵｲﾀｹﾝ,竹田市,ﾀｹﾀｼ
442097,大分県,ｵｵｲﾀｹﾝ,豊後高田市,ﾌﾞﾝｺﾞﾀｶﾀﾞｼ
442101,大分県,ｵｵｲﾀｹﾝ,杵築市,ｷﾂｷｼ
442119,大分県,ｵｵｲﾀｹﾝ,宇佐市,ｳｻｼ
442127,大分県,ｵｵｲﾀｹﾝ,豊後大野市,ﾌﾞﾝｺﾞｵｵﾉｼ
442135,大分県,ｵｵｲﾀｹﾝ,由布市,ﾕﾌｼ
442143,大分県,ｵｵｲﾀｹﾝ,国東市,ｸﾆｻｷｼ
443221,大分県,ｵｵｲﾀｹﾝ,姫島村,ﾋﾒｼﾏﾑﾗ
443417,大分県,ｵｵｲﾀｹﾝ,日出町,ﾋｼﾞﾏﾁ
444618,大分県,ｵｵｲﾀｹﾝ,九重町,ｺｺﾉｴﾏﾁ
444626,大分県,ｵｵｲﾀｹﾝ,玖珠町,ｸｽﾏﾁ
450006,宮崎県,ﾐﾔｻﾞｷｹﾝ,,
452017,宮崎県,ﾐﾔｻﾞｷｹﾝ,宮崎市,ﾐﾔｻﾞｷｼ
452025,宮崎県,ﾐﾔｻﾞｷｹﾝ,都城市,ﾐﾔｺﾉｼﾞｮｳｼ
452033,宮崎県,ﾐﾔｻﾞｷｹﾝ,延岡市,ﾉﾍﾞｵｶｼ
452041,宮崎県,ﾐﾔｻﾞｷｹﾝ,日南市,ﾆﾁﾅﾝｼ
452050,宮崎県,ﾐﾔｻﾞｷｹﾝ,小林市,ｺﾊﾞﾔｼｼ
452068,宮崎県,ﾐﾔｻﾞｷｹﾝ,日向市,ﾋｭｳｶﾞｼ
452076,宮崎県,ﾐﾔｻﾞｷｹﾝ,串間市,ｸｼﾏｼ
452084,宮崎県,ﾐﾔｻﾞｷｹﾝ,西都市,ｻｲﾄｼ
452092,宮崎県,ﾐﾔｻﾞｷｹﾝ,えびの市,ｴﾋﾞﾉｼ
453412,宮崎県,ﾐﾔｻﾞｷｹﾝ,三股町,ﾐﾏﾀﾁｮｳ
453617,宮崎県,ﾐﾔｻﾞｷｹﾝ,高原町,ﾀｶﾊﾙﾁｮｳ
453820,宮崎県,ﾐﾔｻﾞｷｹﾝ,国富町,ｸﾆﾄﾐﾁｮｳ
453838,宮崎県,ﾐﾔｻﾞｷｹﾝ,綾町,ｱﾔﾁｮｳ
454010,宮崎県,ﾐﾔｻﾞｷｹﾝ,高鍋町,ﾀｶﾅﾍﾞﾁｮｳ
454028,宮崎県,ﾐﾔｻﾞｷｹﾝ,新富町,ｼﾝﾄﾐﾁｮｳ
454036,宮崎県,ﾐﾔｻﾞｷｹﾝ,西米良村,ﾆｼﾒﾗｿﾝ
454044,宮崎県,ﾐﾔｻﾞｷｹﾝ,木城町,ｷｼﾞｮｳﾁｮｳ
454052,宮崎県,ﾐﾔｻﾞｷｹﾝ,川南町,ｶﾜﾐﾅﾐﾁｮｳ
454061,宮崎県,ﾐﾔｻﾞｷｹﾝ,都農町,ﾂﾉﾁｮｳ
454214,宮崎県,ﾐﾔｻﾞｷｹﾝ,門川町,ｶﾄﾞｶﾞﾜﾁｮｳ
454290,宮崎県,ﾐﾔｻﾞｷｹﾝ,諸塚村,ﾓﾛﾂｶｿﾝ
454303,宮崎県,ﾐﾔｻﾞｷｹﾝ,椎葉村,ｼｲﾊﾞｿﾝ
454311,宮崎県,ﾐﾔｻﾞｷｹﾝ,美郷町,ﾐｻﾄﾁｮｳ
454419,宮崎県,ﾐﾔｻﾞｷｹﾝ,高千穂町,ﾀｶﾁﾎﾁｮｳ
454427,宮崎県,ﾐﾔｻﾞｷｹﾝ,日之影町,ﾋﾉｶｹﾞﾁｮｳ
454435,宮崎県,ﾐﾔｻﾞｷｹﾝ,五ヶ瀬町,ｺﾞｶｾﾁｮｳ
460001,鹿児島県,ｶｺﾞｼﾏｹﾝ,,
462012,鹿児島県,ｶｺﾞｼﾏｹﾝ,鹿児島市,ｶｺﾞｼﾏｼ
462039,鹿児島県,ｶｺﾞｼﾏｹﾝ,鹿屋市,ｶﾉﾔｼ
462047,鹿児島県,ｶｺﾞｼﾏｹﾝ,枕崎市,ﾏｸﾗｻﾞｷｼ
462063,鹿児島県,ｶｺﾞｼﾏｹﾝ,阿久根市,ｱｸﾈｼ
462080,鹿児島県,ｶｺﾞｼﾏｹﾝ,出水市,ｲｽﾞﾐｼ
462101,鹿児島県,ｶｺﾞｼﾏｹﾝ,指宿市,ｲﾌﾞｽｷｼ
462136,鹿児島県,ｶｺﾞｼﾏｹﾝ,西之表市,ﾆｼﾉｵﾓﾃｼ
462144,鹿児島県,ｶｺﾞｼﾏｹﾝ,垂水市,ﾀﾙﾐｽﾞｼ
462152,鹿児島県,ｶｺﾞｼﾏｹﾝ,薩摩川内市,ｻﾂﾏｾﾝﾀﾞｲｼ
462161,鹿児島県,ｶｺﾞｼﾏｹﾝ,日置市,ﾋｵｷｼ
462179,鹿児島県,ｶｺﾞｼﾏｹﾝ,曽於市,ｿｵｼ
462187,鹿児島県,ｶｺﾞｼﾏｹﾝ,霧島市,ｷﾘｼﾏｼ
462195,鹿児島県,ｶｺﾞｼﾏｹﾝ,いちき串木野市,ｲﾁｷｸｼｷﾉｼ
462209,鹿児島県,ｶｺﾞｼﾏｹﾝ,南さつま市,ﾐﾅﾐｻﾂﾏｼ
462217,鹿児島県,ｶｺﾞｼﾏｹﾝ,志布志市,ｼﾌﾞｼｼ
462225,鹿児島県,ｶｺﾞｼﾏｹﾝ,奄美市,ｱﾏﾐｼ
462233,鹿児島県,ｶｺﾞｼﾏｹﾝ,南九州市,ﾐﾅﾐｷｭｳｼｭｳｼ
462241,鹿児島県,ｶｺﾞｼﾏｹﾝ,伊佐市,ｲｻｼ
462250,鹿児島県,ｶｺﾞｼﾏｹﾝ,姶良市,ｱｲﾗｼ
463035,鹿児島県,ｶｺﾞｼﾏｹﾝ,三島村,ﾐｼﾏﾑﾗ
463043,鹿児島県,ｶｺﾞｼﾏｹﾝ,十島村,ﾄｼﾏﾑﾗ
463922,鹿児島県,ｶｺﾞｼﾏｹﾝ,さつま町,ｻﾂﾏﾁｮｳ
464040,鹿児島県,ｶｺﾞｼﾏｹﾝ,長島町,ﾅｶﾞｼﾏﾁｮｳ
464520,鹿児島県,ｶｺﾞｼﾏｹﾝ,湧水町,ﾕｳｽｲﾁｮｳ
464686,鹿児島県,ｶｺﾞｼﾏｹﾝ,大崎町,ｵｵｻｷﾁｮｳ
464821,鹿児島県,ｶｺﾞｼﾏｹﾝ,東串良町,ﾋｶﾞｼｸｼﾗﾁｮｳ
464902,鹿児島県,ｶｺﾞｼﾏｹﾝ,錦江町,ｷﾝｺｳﾁｮｳ
464911,鹿児島県,ｶｺﾞｼﾏｹﾝ,南大隅町,ﾐﾅﾐｵｵｽﾐﾁｮｳ
464929,鹿児島県,ｶｺﾞｼﾏｹﾝ,肝付町,ｷﾓﾂｷﾁｮｳ
465011,鹿児島県,ｶｺﾞｼﾏｹﾝ,中種子町,ﾅｶﾀﾈﾁｮｳ
465020,鹿児島県,ｶｺﾞｼﾏｹﾝ,南種子町,ﾐﾅﾐﾀﾈﾁｮｳ
465054,鹿児島県,ｶｺﾞｼﾏｹﾝ,屋久島町,ﾔｸｼﾏﾁｮｳ
465232,鹿児島県,ｶｺﾞｼﾏｹﾝ,大和村,ﾔﾏﾄｿﾝ
465241,鹿児島県,ｶｺﾞｼﾏｹﾝ,宇検村,ｳｹﾝｿﾝ
465259,鹿児島県,ｶｺﾞｼﾏｹﾝ,瀬戸内町,ｾﾄｳﾁﾁｮｳ
465275,鹿児島県,ｶｺﾞｼﾏｹﾝ,龍郷町,ﾀﾂｺﾞｳﾁｮｳ
465291,鹿児島県,ｶｺﾞｼﾏｹﾝ,喜界町,ｷｶｲﾁｮｳ
465305,鹿児島県,ｶｺﾞｼﾏｹﾝ,徳之島町,ﾄｸﾉｼﾏﾁｮｳ
465313,鹿児島県,ｶｺﾞｼﾏｹﾝ,天城町,ｱﾏｷﾞﾁｮｳ
465321,鹿児島県,ｶｺﾞｼﾏｹﾝ,伊仙町,ｲｾﾝﾁｮｳ
465330,鹿児島県,ｶｺﾞｼﾏｹﾝ,和泊町,ﾜﾄﾞﾏﾘﾁｮｳ
465348,鹿児島県,ｶｺﾞｼﾏｹﾝ,知名町,ﾁﾅﾁｮｳ
465356,鹿児島県,ｶｺﾞｼﾏｹﾝ,与論町,ﾖﾛﾝﾁｮｳ
470007,沖縄県,ｵｷﾅﾜｹﾝ,,
472018,沖縄県,ｵｷﾅﾜｹﾝ,那覇市,ﾅﾊｼ
472051,沖縄県,ｵｷﾅﾜｹﾝ,宜野湾市,ｷﾞﾉﾜﾝｼ
472077,沖縄県,ｵｷﾅﾜｹﾝ,石垣市,ｲｼｶﾞｷｼ
472085,沖縄県,ｵｷﾅﾜｹﾝ,浦添市,ｳﾗｿｴｼ
472093,沖縄県,ｵｷﾅﾜｹﾝ,名護市,ﾅｺﾞｼ
472107,沖縄県,ｵｷﾅﾜｹﾝ,糸満市,ｲﾄﾏﾝｼ
472115,沖縄県,ｵｷﾅﾜｹﾝ,沖縄市,ｵｷﾅﾜｼ
472123,沖縄県,ｵｷﾅﾜｹﾝ,豊見城市,ﾄﾐｸﾞｽｸｼ
472131,沖縄県,ｵｷﾅﾜｹﾝ,うるま市,ｳﾙﾏｼ
472140,沖縄県,ｵｷﾅﾜｹﾝ,宮古島市,ﾐﾔｺｼﾞﾏｼ
472158,沖縄県,ｵｷﾅﾜｹﾝ,南城市,ﾅﾝｼﾞｮｳｼ
473014,沖縄県,ｵｷﾅﾜｹﾝ,国頭村,ｸﾆｶﾞﾐｿﾝ
473022,沖縄県,ｵｷﾅﾜｹﾝ,大宜味村,ｵｵｷﾞﾐｿﾝ
473031,沖縄県,ｵｷﾅﾜｹﾝ,東村,ﾋｶﾞｼｿﾝ
473065,沖縄県,ｵｷﾅﾜｹﾝ,今帰仁村,ﾅｷｼﾞﾝｿﾝ
473081,沖縄県,ｵｷﾅﾜｹﾝ,本部町,ﾓﾄﾌﾞﾁｮｳ
473111,沖縄県,ｵｷﾅﾜｹﾝ,恩納村,ｵﾝﾅｿﾝ
473138,沖縄県,ｵｷﾅﾜｹﾝ,宜野座村,ｷﾞﾉｻﾞｿﾝ
473146,沖縄県,ｵｷﾅﾜｹﾝ,金武町,ｷﾝﾁｮｳ
473154,沖縄県,ｵｷﾅﾜｹﾝ,伊江村,ｲｴｿﾝ
473243,沖縄県,ｵｷﾅﾜｹﾝ,読谷村,ﾖﾐﾀﾝｿﾝ
473251,沖縄県,ｵｷﾅﾜｹﾝ,嘉手納町,ｶﾃﾞﾅﾁｮｳ
473260,沖縄県,ｵｷﾅﾜｹﾝ,北谷町,ﾁﾔﾀﾝﾁｮｳ
473278,沖縄県,ｵｷﾅﾜｹﾝ,北中城村,ｷﾀﾅｶｸﾞｽｸｿﾝ
473286,沖縄県,ｵｷﾅﾜｹﾝ,中城村,ﾅｶｸﾞｽｸｿﾝ
473294,沖縄県,ｵｷﾅﾜｹﾝ,西原町,ﾆｼﾊﾗﾁｮｳ
473481,沖縄県,ｵｷﾅﾜｹﾝ,与那原町,ﾖﾅﾊﾞﾙﾁｮｳ
